Registration,Name,Breed,Variety,Color,Sex,Birth_Date,Sire,Dam,AppNum,CHIC,Test_Date,Age(mos),Registry,Results,OFA_#,Registration_Results_Num,Sire_Results_Num,Sire_Sire,Sire_Dam,Dam_Results_Num,Dam_Sire,Dam_Dam,Sire_Sire_Results_Num,Sire_Sire_Sire,Sire_Sire_Dam,Sire_Dam_Results_Num,Sire_Dam_Sire,Sire_Dam_Dam,Dam_Sire_Results_Num,Dam_Sire_Sire,Dam_Sire_Dam,Dam_Dam_Results_Num,Dam_Dam_Sire,Dam_Dam_Dam,Sire_Sire_Sire_Results_Num,Sire_Sire_Dam_Results_Num,Sire_Dam_Sire_Results_Num,Sire_Dam_Dam_Results_Num,Dam_Sire_Sire_Results_Num,Dam_Sire_Dam_Results_Num,Dam_Dam_Sire_Results_Num,Dam_Dam_Dam_Results_Num,Registration_Parents_Results_Num,Sire_Parents_Results_Num,Dam_Parents_Results_Num,Sire_Sire_Parents_Results_Num,Sire_Dam_Parents_Results_Num,Dam_Sire_Parents_Results_Num,Dam_Dam_Parents_Results_Num
DN46735201,MARGAUX'S FINAL CUT,BOUVIER DES FLANDRES,,,M,Apr 15 2016 ,DN38696605,DN36274401,1962747,136741.0,Jan 18 2019 ,33,HIPS,FAIR,BF-7529F33M-VPI,2.0,1.0,DN17523303,DN25500706,1.0,DN28985101,DN15958702,0.0,DL91292602,DL91316702,2.0,DN00405502,DN19233901,1.0,DN16046401,DN10913101,0.0,DL74175102,DN01260301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.5,1.5,1.5,1.5
DN57200701,MARGAUX'S FIRES WHEN READY,BOUVIER DES FLANDRES,,BRINDLE,F,Nov 21 2018 ,DN46735101,DN38511601,2356124,170399.0,May 16 2022 ,41,HIPS,GOOD,BF-7868G41F-P-VPI,1.0,0.0,DN38696605,DN30721601,1.0,DN21392304,DN20022601,1.0,DN17523303,DN25500706,0.0,DN15388902,DN15958702,1.0,DN10958707,DN10947703,2.0,DN08392507,DN07355404,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.5,1.5
DN15337301,MARGAUX'S GOLDEN GUN AT CAM,BOUVIER DES FLANDRES,,FAWN,F,Jul  4 2006 ,DN08392507,DL73936801,1302798,53555.0,Sep 30 2008 ,26,HIPS,GOOD,BF-6193G26F-VPI,1.0,1.0,DL74175102,DL74618102,1.0,DL62346403,DL54220901,1.0,DL40883506,DL54464801,2.0,DL61565302,DL54958503,2.0,D622975,DL45765903,2.0,DL42136802,DL36563605,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,2.0,3.0,1.5,2.0,1.5,1.5
DN20391802,MARGAUX'S GOODNIGHT GRACIE,BOUVIER DES FLANDRES,,BRINDLE,F,Nov 29 2007 ,DN08392507,DN03362801,1402869,63588.0,Dec 30 2009 ,25,HIPS,GOOD,BF-6366G25F-VPI,1.0,1.0,DL74175102,DL74618102,1.0,DL61784303,DL83107001,1.0,DL40883506,DL54464801,2.0,DL61565302,DL54958503,1.0,DL41139206,DL38933001,1.0,DL42136802,DL47559201,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.5,2.0,1.5,1.5,2.0,0.5,1.5
DN43370001,MARGAUX'S GUNPOWDER AND LACE,BOUVIER DES FLANDRES,,BRINDLE,F,Apr 26 2015 ,DN37453401,DN21942101,1917693,,Sep 15 2017 ,28,HIPS,GOOD,BF-7390G28F-VPI,1.0,1.0,DN21392304,DN20022601,1.0,DN08392507,DN07624201,1.0,DN10958707,DN10947703,2.0,DN08392507,DN07355404,1.0,DL74175102,DL74618102,2.0,DL79054303,DL83107001,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5,2.0,2.0,1.5,1.5,2.0,1.5
DN21942101,MARGAUX'S IN THE NICK OF TIME,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,May 18 2008 ,DN08392507,DN07624201,1428252,77889.0,Jun 21 2010 ,25,HIPS,GOOD,BF-6440G25F-VPI,1.0,1.0,DL74175102,DL74618102,2.0,DL79054303,DL83107001,1.0,DL40883506,DL54464801,2.0,DL61565302,DL54958503,1.0,DL64047603,DL60722402,1.0,DL42136802,DL47559201,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.5,1.5,2.0,1.5,1.5
DL87444702,MARGAUX'S JACK OF HEARTS,BOUVIER DES FLANDRES,,BRINDLE,M,Apr 18 2001 ,DL74618103,DL73936801,1080652,38648.0,Oct  4 2003 ,29,HIPS,GOOD,BF-5335G29M-PI,1.0,2.0,DL61565302,DL54958503,1.0,DL62346403,DL54220901,1.0,D622975,D878396,2.0,DL41139206,DL40692504,2.0,D622975,DL45765903,2.0,DL42136802,DL36563605,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.5,2.0,3.0,2.0,0.5,1.5,1.5
DL87444703,MARGAUX'S JUST MY STYLE,BOUVIER DES FLANDRES,,BRINDLE,F,Apr 18 2001 ,DL74618103,DL73936801,1126619,38711.0,Aug 26 2004 ,40,HIPS,FAIR,BF-5505F40F-PI,2.0,2.0,DL61565302,DL54958503,1.0,DL62346403,DL54220901,1.0,D622975,D878396,2.0,DL41139206,DL40692504,2.0,D622975,DL45765903,2.0,DL42136802,DL36563605,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.5,2.0,3.0,2.0,0.5,1.5,1.5
DL87444701,MARGAUX'S JUST PROMISE ME ROSES,BOUVIER DES FLANDRES,,BRINDLE,F,Apr 18 2001 ,DL74618103,DL73936801,1063697,38623.0,May 19 2003 ,25,HIPS,GOOD,BF-5252G25F-PI,1.0,2.0,DL61565302,DL54958503,1.0,DL62346403,DL54220901,1.0,D622975,D878396,2.0,DL41139206,DL40692504,2.0,D622975,DL45765903,2.0,DL42136802,DL36563605,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.5,2.0,3.0,2.0,0.5,1.5,1.5
DN33818801,MARGAUX'S LET THE WIND CARRY ME,BOUVIER DES FLANDRES,,BRINDLE,F,Apr 21 2012 ,DN10578701,DN10913101,1711942,111275.0,Aug 15 2015 ,39,HIPS,GOOD,BF-7146G39F-VPI,1.0,2.0,DL74175105,DN01260301,1.0,DL91292602,DL88354701,1.0,DL40883506,DL54464801,1.0,DL74618103,DL73936801,1.0,DL74175102,DL74618102,1.0,DL68641507,DL47559201,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.5,1.5,1.5,1.5,2.5,2.0,1.5
DN55189001,MARGAUX'S MARKSMAN,BOUVIER DES FLANDRES,,BRINDLE,M,Jun 15 2018 ,DN46735101,DN38511601,2214785,,Jan 29 2021 ,31,HIPS,GOOD,BF-7745G31M-VPI,1.0,0.0,DN38696605,DN30721601,1.0,DN21392304,DN20022601,1.0,DN17523303,DN25500706,0.0,DN15388902,DN15958702,1.0,DN10958707,DN10947703,2.0,DN08392507,DN07355404,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.5,1.5
DN01260301,MARGAUX'S MYSTIC SOLITAIRE,BOUVIER DES FLANDRES,,BLACK,F,Jul 10 2002 ,DL74618103,DL73936801,1122245,38705.0,Jul 19 2004 ,24,HIPS,GOOD,BF-5484G24F-PI,1.0,2.0,DL61565302,DL54958503,1.0,DL62346403,DL54220901,1.0,D622975,D878396,2.0,DL41139206,DL40692504,2.0,D622975,DL45765903,2.0,DL42136802,DL36563605,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.5,2.0,3.0,2.0,0.5,1.5,1.5
DN25534401,MARGAUX'S NEVER ENDING STYLE,BOUVIER DES FLANDRES,,BRINDLE,F,Jul  6 2009 ,DN08392507,DN07624201,1494812,,Oct 28 2011 ,27,HIPS,GOOD,BF-6630G27F-VPI,1.0,1.0,DL74175102,DL74618102,2.0,DL79054303,DL83107001,1.0,DL40883506,DL54464801,2.0,DL61565302,DL54958503,1.0,DL64047603,DL60722402,1.0,DL42136802,DL47559201,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.5,1.5,2.0,1.5,1.5
DN25534402,MARGAUX'S NINJA,BOUVIER DES FLANDRES,,BRINDLE,F,Jul  6 2009 ,DN08392507,DN07624201,1471219,75168.0,Jul 22 2011 ,24,HIPS,FAIR,BF-6601F24F-VPI,2.0,1.0,DL74175102,DL74618102,2.0,DL79054303,DL83107001,1.0,DL40883506,DL54464801,2.0,DL61565302,DL54958503,1.0,DL64047603,DL60722402,1.0,DL42136802,DL47559201,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.5,1.5,2.0,1.5,1.5
DN46726401,MARGAUX'S ONE FOR THE MONEY AT FRONTIER,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,May 14 2016 ,DN37453401,DN33818801,1923424,,May 24 2018 ,24,HIPS,GOOD,BF-7474G24M-VPI,1.0,1.0,DN21392304,DN20022601,1.0,DN10578701,DN10913101,1.0,DN10958707,DN10947703,2.0,DN08392507,DN07355404,2.0,DL74175105,DN01260301,1.0,DL91292602,DL88354701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,2.0,2.5,1.5,1.5,1.5,1.5
DN25736903,MARGAUX'S ONE GUN SALUTE,BOUVIER DES FLANDRES,,BRINDLE,F,Jul 21 2009 ,DN08392507,DN15388901,1479381,75170.0,Jul 29 2011 ,24,HIPS,FAIR,BF-6597F24F-VPI,2.0,1.0,DL74175102,DL74618102,1.0,DL79000411,DN02374401,1.0,DL40883506,DL54464801,2.0,DL61565302,DL54958503,2.0,DL40883506,DL54464801,1.0,DL61784303,DL73936801,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,2.0,2.5,1.5,2.0,1.5,1.5
DN62278901,MARGAUX'S ONE MOMENT IN TIME BY ABRIELLE,BOUVIER DES FLANDRES,,BRINDLE,F,May 20 2020 ,DN53347901,DN50126504,2392252,178256.0,Jul 22 2022 ,26,HIPS,EXCELLENT,BF-7908E26F-P-VPI,0.0,1.0,DN23024907,DN43629903,1.0,DN37453401,DN33079903,1.0,DN10366404,DL91292601,1.0,DL68651602,DN28044004,1.0,DN21392304,DN20022601,1.0,DN15388902,DN21942101,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.5,1.5,1.5,1.5,1.5,2.0,2.5
DN25736901,MARGAUX'S ORIGINAL SIN,BOUVIER DES FLANDRES,,FAWN,F,Jul 21 2009 ,DN08392507,DN15388901,1494811,86983.0,Oct 28 2011 ,27,HIPS,GOOD,BF-6629G27F-VPI,1.0,1.0,DL74175102,DL74618102,1.0,DL79000411,DN02374401,1.0,DL40883506,DL54464801,2.0,DL61565302,DL54958503,2.0,DL40883506,DL54464801,1.0,DL61784303,DL73936801,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,2.0,2.5,1.5,2.0,1.5,1.5
DN68627102,MARGAUX'S OSO SPECIAL,BOUVIER DES FLANDRES,,BRINDLE,M,Jun 11 2021 ,DN57200702,DN48911601,2467338,187122.0,Aug 19 2023 ,26,HIPS,GOOD,BF-8003G26M-P-VPI,1.0,1.0,DN46735101,DN38511601,0.0,DN31998201,DN30721601,0.0,DN38696605,DN30721601,1.0,DN21392304,DN20022601,1.0,DN06115102,DN14304001,0.0,DN15388902,DN15958702,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,1.0,1.0,2.0,1.5,2.0
DN44971602,MARGAUX'S PAINT BY NUMBERS,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Oct 12 2015 ,DN37453401,DN33079903,1947847,,Jun 19 2018 ,32,HIPS,GOOD,BF-7479G32M-VPI,1.0,1.0,DN21392304,DN20022601,1.0,DN15388902,DN21942101,1.0,DN10958707,DN10947703,2.0,DN08392507,DN07355404,2.0,DL79000411,DN02374401,1.0,DN08392507,DN07624201,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.5,2.0,2.5,1.5,1.5,2.5,2.0
DN25856702,MARGAUX'S PANACHE,BOUVIER DES FLANDRES,,BRINDLE,F,Jul 23 2009 ,DN10578701,DN03362801,1494810,81701.0,Oct 28 2011 ,27,HIPS,GOOD,BF-6628G27F-VPI,1.0,2.0,DL74175105,DN01260301,1.0,DL61784303,DL83107001,1.0,DL40883506,DL54464801,1.0,DL74618103,DL73936801,1.0,DL41139206,DL38933001,1.0,DL42136802,DL47559201,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.5,1.5,1.5,1.5,2.5,0.5,1.5
DN59895701,MARGAUX'S PHOTO FINISH,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Sep 12 2019 ,DN37453401,DN48911601,2348143,169691.0,Apr 15 2022 ,31,HIPS,GOOD,BF-7862G31M-C-VPI,1.0,1.0,DN21392304,DN20022601,0.0,DN31998201,DN30721601,1.0,DN10958707,DN10947703,2.0,DN08392507,DN07355404,1.0,DN06115102,DN14304001,0.0,DN15388902,DN15958702,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.5,1.5,1.5,2.0
DN02374401,MARGAUX'S PINOT NOIR,BOUVIER DES FLANDRES,,BRINDLE,F,Dec 30 2002 ,DL61784303,DL73936801,1140856,38732.0,Nov  8 2005 ,34,HIPS,GOOD,BF-5674G34F-PI,1.0,1.0,DL41139206,DL38933001,1.0,DL62346403,DL54220901,0.0,D622975,D685800,1.0,D895923,D773355,2.0,D622975,DL45765903,2.0,DL42136802,DL36563605,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.5,3.0,2.0,1.5,1.5,1.5
DN45570202,MARGAUX'S PLAY TO WIN FOR ECLIPSE,BOUVIER DES FLANDRES,,FAWN,F,Dec  7 2015 ,DN30602801,DN25534402,1982218,,Jun 19 2018 ,30,HIPS,GOOD,BF-7481G30F-VPI,1.0,1.0,DL64335001,DN22521106,2.0,DN08392507,DN07624201,2.0,D622975,DL50991303,2.0,DN10366404,DN08392506,1.0,DL74175102,DL74618102,2.0,DL79054303,DL83107001,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.5,2.0,1.5
DN33985807,MARGAUX'S PRINCE OF TIDES,BOUVIER DES FLANDRES,,BRINDLE,M,May  1 2012 ,DN25692902,DN25856702,1867522,,Mar 13 2017 ,58,HIPS,GOOD,BF-7331G58M-VPI,1.0,1.0,DN06144407,DN15337301,1.0,DN10578701,DN03362801,1.0,DL87317802,DL83331721,1.0,DN08392507,DL73936801,2.0,DL74175105,DN01260301,1.0,DL61784303,DL83107001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,2.5,1.5,1.5,1.5,1.5
DN57527801,MARGAUX'S QUICKSILVER AT ZAZA,BOUVIER DES FLANDRES,,BRINDLE,F,Jan 13 2019 ,DN46735101,DN43370001,2383748,,Jul 14 2022 ,42,HIPS,GOOD,BF-7891G42F-P-VPI,1.0,0.0,DN38696605,DN30721601,1.0,DN37453401,DN21942101,1.0,DN17523303,DN25500706,0.0,DN15388902,DN15958702,1.0,DN21392304,DN20022601,1.0,DN08392507,DN07624201,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.5,1.0,1.5,1.0,2.0,2.0,2.0
DN57527803,MARGAUX'S RUNNING THE CRIMM,BOUVIER DES FLANDRES,,BRINDLE,M,Jan 13 2019 ,DN46735101,DN43370001,2281408,166470.0,Jul 20 2021 ,30,HIPS,EXCELLENT,BF-7790E30M-VPI,0.0,0.0,DN38696605,DN30721601,1.0,DN37453401,DN21942101,1.0,DN17523303,DN25500706,0.0,DN15388902,DN15958702,1.0,DN21392304,DN20022601,1.0,DN08392507,DN07624201,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.5,1.0,1.5,1.0,2.0,2.0,2.0
DN57200702,MARGAUX'S SATURDAY NIGHT SPECIAL AT TERRA,BOUVIER DES FLANDRES,,BRINDLE,M,Nov 21 2018 ,DN46735101,DN38511601,2194242,154912.0,Nov 23 2020 ,24,HIPS,GOOD,BF-7730G24M-VPI,1.0,0.0,DN38696605,DN30721601,1.0,DN21392304,DN20022601,1.0,DN17523303,DN25500706,0.0,DN15388902,DN15958702,1.0,DN10958707,DN10947703,2.0,DN08392507,DN07355404,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.5,1.5
DN14304001,MARGAUX'S SAVING GRACE,BOUVIER DES FLANDRES,,BRINDLE,F,Feb 25 2006 ,DN08392507,DL79525301,1428251,66960.0,Jun 21 2010 ,51,HIPS,GOOD,BF-6437G51F-VPI,1.0,1.0,DL74175102,DL74618102,1.0,DL72834906,DL38933001,1.0,DL40883506,DL54464801,2.0,DL61565302,DL54958503,1.0,DL62032307,DL52551001,1.0,D895923,D773355,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,2.0,1.5,1.5,2.0,1.5,1.5
DN58616401,MARGAUX'S SHOWDOWN,BOUVIER DES FLANDRES,,BRINDLE,F,Apr 29 2019 ,DN46735101,DN38511601,2413629,,Nov 19 2022 ,42,HIPS,GOOD,BF-7927G42F-P-VPI,1.0,0.0,DN38696605,DN30721601,1.0,DN21392304,DN20022601,1.0,DN17523303,DN25500706,0.0,DN15388902,DN15958702,1.0,DN10958707,DN10947703,2.0,DN08392507,DN07355404,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.5,1.5
DN50126504,MARGAUX'S SOMETHING TO SHOUT ABOUT,BOUVIER DES FLANDRES,,BRINDLE,F,Mar 27 2017 ,DN37453401,DN33079903,2050751,143412.0,Apr 30 2019 ,25,HIPS,GOOD,BF-7560G25F-VPI,1.0,1.0,DN21392304,DN20022601,1.0,DN15388902,DN21942101,1.0,DN10958707,DN10947703,2.0,DN08392507,DN07355404,2.0,DL79000411,DN02374401,1.0,DN08392507,DN07624201,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.5,2.0,2.5,1.5,1.5,2.5,2.0
DN61068601,MARGAUX'S SPEAK OF THE DEVIL,BOUVIER DES FLANDRES,,BRINDLE,F,Oct 26 2019 ,DN50126501,DN45845602,2344866,178255.0,Mar 11 2022 ,28,HIPS,GOOD,BF-7846G28F-P-VPI,1.0,0.0,DN37453401,DN33079903,1.0,DN31998201,DN38511601,1.0,DN21392304,DN20022601,1.0,DN15388902,DN21942101,1.0,DN06115102,DN14304001,1.0,DN21392304,DN20022601,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.5,1.5,2.0,2.5,1.5,2.0
DN68071405,MARGAUX'S SPELLBOUND,BOUVIER DES FLANDRES,,BRINDLE,F,Apr 20 2021 ,DN57200702,DN50709814,2492237,,May 13 2023 ,24,HIPS,GOOD,BF-8011G24F-P-VPI,1.0,1.0,DN46735101,DN38511601,1.0,DN31998201,DN41230003,0.0,DN38696605,DN30721601,1.0,DN21392304,DN20022601,1.0,DN06115102,DN14304001,1.0,DN34773703,DN36062203,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,0.5,1.5,1.0,2.0,1.5,1.5
DN36274401,MARGAUX'S STILETTO AND A SMILE,BOUVIER DES FLANDRES,,BRINDLE,F,Feb 25 2013 ,DN28985101,DN15958702,1712233,111276.0,Aug 15 2015 ,29,HIPS,GOOD,BF-7147G29F-VPI,1.0,1.0,DN16046401,DN10913101,0.0,DL74175102,DN01260301,1.0,DN05327701,DN01182902,1.0,DL91292602,DL88354701,1.0,DL40883506,DL54464801,1.0,DL74618103,DL73936801,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5,1.5,2.0,1.5,1.5,2.5
DN50126501,MARGAUX'S TAKE IT TO THE LIMIT,BOUVIER DES FLANDRES,,BRINDLE,M,Mar 27 2017 ,DN37453401,DN33079903,2065999,147399.0,Jun 21 2019 ,26,HIPS,EXCELLENT,BF-7580E26M-VPI,0.0,1.0,DN21392304,DN20022601,1.0,DN15388902,DN21942101,1.0,DN10958707,DN10947703,2.0,DN08392507,DN07355404,2.0,DL79000411,DN02374401,1.0,DN08392507,DN07624201,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.5,2.0,2.5,1.5,1.5,2.5,2.0
DN54252801,MARGAUX'S TAKE THE MONEY AND RUN,BOUVIER DES FLANDRES,,BRINDLE,F,Feb 22 2018 ,DN46735101,DN43370001,2160230,151190.0,Jul 20 2020 ,28,HIPS,FAIR,BF-7693F28F-VPI,2.0,0.0,DN38696605,DN30721601,1.0,DN37453401,DN21942101,1.0,DN17523303,DN25500706,0.0,DN15388902,DN15958702,1.0,DN21392304,DN20022601,1.0,DN08392507,DN07624201,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.5,1.0,1.5,1.0,2.0,2.0,2.0
DN30721601,MARGAUX'S VA VOOM,BOUVIER DES FLANDRES,,BRINDLE,F,Mar 28 2011 ,DN15388902,DN15958702,1576593,111777.0,Apr 29 2013 ,25,HIPS,EXCELLENT,BF-6839E25F-VPI,0.0,2.0,DL79000411,DN02374401,0.0,DL74175102,DN01260301,2.0,DL40883506,DL54464801,1.0,DL61784303,DL73936801,1.0,DL40883506,DL54464801,1.0,DL74618103,DL73936801,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.5,1.5,1.5,1.5,1.5,2.5
DN10578701,MARGAUX'S VENTURE CAPITAL,BOUVIER DES FLANDRES,,DARK BRINDLE,M,Mar 20 2005 ,DL74175105,DN01260301,1259269,39058.0,Mar 20 2007 ,24,HIPS,FAIR,BF-5940F24M-PI,2.0,1.0,DL40883506,DL54464801,1.0,DL74618103,DL73936801,1.0,D938582,D504798,1.0,D622975,DL36162702,2.0,DL61565302,DL54958503,1.0,DL62346403,DL54220901,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.5,1.5,2.5,1.5,1.5,2.0,3.0
DN45570201,MARGAUX'S WINNER TAKES ALL II,BOUVIER DES FLANDRES,,BRINDLE,M,Dec  7 2015 ,DN30602801,DN25534402,1970372,,May 15 2018 ,29,HIPS,EXCELLENT,BF-7473E29M-VPI,0.0,1.0,DL64335001,DN22521106,2.0,DN08392507,DN07624201,2.0,D622975,DL50991303,2.0,DN10366404,DN08392506,1.0,DL74175102,DL74618102,2.0,DL79054303,DL83107001,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.5,2.0,1.5
DN33079902,MARGAUX'S YOU BETTER BELIEVE IT II,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Jan 20 2012 ,DN15388902,DN21942101,1602630,97893.0,Apr 23 2014 ,27,HIPS,GOOD,BF-6964G27M-VPI,1.0,2.0,DL79000411,DN02374401,1.0,DN08392507,DN07624201,2.0,DL40883506,DL54464801,1.0,DL61784303,DL73936801,1.0,DL74175102,DL74618102,2.0,DL79054303,DL83107001,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.5,2.5,2.0,1.5,1.5,2.0,1.5
DN33079903,MARGAUX'S YOU READY FOR THIS,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,Jan 20 2012 ,DN15388902,DN21942101,1701184,106589.0,Feb  7 2015 ,36,HIPS,GOOD,BF-7068G36F-VPI,1.0,2.0,DL79000411,DN02374401,1.0,DN08392507,DN07624201,2.0,DL40883506,DL54464801,1.0,DL61784303,DL73936801,1.0,DL74175102,DL74618102,2.0,DL79054303,DL83107001,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.5,2.5,2.0,1.5,1.5,2.0,1.5
DN15388902,MARGAUX'S ZEPHYR OF SONORAN SKIES,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Jul  8 2006 ,DL79000411,DN02374401,1343713,54418.0,Dec  2 2008 ,28,HIPS,FAIR,BF-6216F28M-VPI,2.0,2.0,DL40883506,DL54464801,1.0,DL61784303,DL73936801,1.0,D938582,D504798,1.0,D622975,DL36162702,1.0,DL41139206,DL38933001,1.0,DL62346403,DL54220901,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.5,1.5,1.5,1.5,1.5,0.5,3.0
DN15388901,MARGAUX'S ZINFANDEL,BOUVIER DES FLANDRES,,BRINDLE,F,Jul  8 2006 ,DL79000411,DN02374401,1359021,56498.0,Feb 17 2009 ,31,HIPS,GOOD,BF-6238G31F-VPI,1.0,2.0,DL40883506,DL54464801,1.0,DL61784303,DL73936801,1.0,D938582,D504798,1.0,D622975,DL36162702,1.0,DL41139206,DL38933001,1.0,DL62346403,DL54220901,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.5,1.5,1.5,1.5,1.5,0.5,3.0
DN19742701,MELODANE COCO CRISP,BOUVIER DES FLANDRES,,,M,Sep 10 2007 ,DN03147401,DL88871502,1508639,79584.0,Feb  7 2012 ,52,HIPS,GOOD,BF-6681G52M-VPI,1.0,1.0,DL76979501,DL83292002,0.0,DL81562602,DL71643201,1.0,DL52377705,DL60067201,1.0,DL40883506,DL68802301,1.0,DL44083704,DL61506401,2.0,DL61506406,DL51825702,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.5,2.0,2.0,1.0,1.5,2.0
DN05407407,MON AMIE CHAMPAGNE N CAVIAR,BOUVIER DES FLANDRES,,BLACK,F,Dec 10 2003 ,DL79054303,DL82923901,1143258,38736.0,Dec 12 2005 ,24,HIPS,EXCELLENT,BF-5683E24F-VPI,0.0,1.0,DL64047603,DL60722402,1.0,DL74618103,DL50991302,1.0,DL56496302,DL55019501,1.0,DL41139206,D937929,2.0,DL61565302,DL54958503,1.0,D938582,DL34722711,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.5,1.5,2.5,1.5,0.5,2.0,1.5
DL83083306,MYSTIQUE SUSANT'S FIRE AND ICE,BOUVIER DES FLANDRES,,BRINDLE,F,May  1 2000 ,DL74618103,DL64020601,1009686,38541.0,Jul 30 2002 ,26,HIPS,GOOD,BF-5008G26F-PI,1.0,2.0,DL61565302,DL54958503,2.0,DL41139206,DL50991302,1.0,D622975,D878396,2.0,DL41139206,DL40692504,0.0,D622975,D685800,1.0,D938582,DL34722711,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,0.5,2.0,0.5,2.0,1.5
DL83083302,MYSTIQUE'S HOT IRON DEJA VU,BOUVIER DES FLANDRES,,SILVER BRINDLE,F,May  1 2000 ,DL83083302,DL64020601,1031300,38582.0,Sep 15 2003 ,40,HIPS,GOOD,BF-5319G40F-PI,1.0,1.0,DL83083302,DL64020601,2.0,DL41139206,DL50991302,1.0,DL83083302,DL64020601,2.0,DL41139206,DL50991302,0.0,D622975,D685800,1.0,D938582,DL34722711,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,2.0,0.5,2.0,1.5
DN40061701,NICCO ISKI DE LA SALSA,BOUVIER DES FLANDRES,,BRINDLE,M,May 18 2014 ,DN26799501,DN24889901,1802601,135726.0,Sep 23 2018 ,52,HIPS,GOOD,BF-7505G52M-VPI,1.0,1.0,DN12159204,DL91469504,1.0,DN16046401,DN00463306,1.0,DL88664701,DN00463306,1.0,DL71449807,DL80748601,1.0,DN05327701,DN01182902,1.0,DL79669305,DL69380303,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.5,1.5,1.5,1.5,0.5,2.0,1.5
