Registration,Name,Breed,Variety,Color,Sex,Birth_Date,Sire,Dam,AppNum,CHIC,Test_Date,Age(mos),Registry,Results,OFA_#,Registration_Results_Num,Sire_Results_Num,Sire_Sire,Sire_Dam,Dam_Results_Num,Dam_Sire,Dam_Dam,Sire_Sire_Results_Num,Sire_Sire_Sire,Sire_Sire_Dam,Sire_Dam_Results_Num,Sire_Dam_Sire,Sire_Dam_Dam,Dam_Sire_Results_Num,Dam_Sire_Sire,Dam_Sire_Dam,Dam_Dam_Results_Num,Dam_Dam_Sire,Dam_Dam_Dam,Sire_Sire_Sire_Results_Num,Sire_Sire_Dam_Results_Num,Sire_Dam_Sire_Results_Num,Sire_Dam_Dam_Results_Num,Dam_Sire_Sire_Results_Num,Dam_Sire_Dam_Results_Num,Dam_Dam_Sire_Results_Num,Dam_Dam_Dam_Results_Num,Registration_Parents_Results_Num,Sire_Parents_Results_Num,Dam_Parents_Results_Num,Sire_Sire_Parents_Results_Num,Sire_Dam_Parents_Results_Num,Dam_Sire_Parents_Results_Num,Dam_Dam_Parents_Results_Num
DN40061704,NILES ISKI DE LA SALSA,BOUVIER DES FLANDRES,,BRINDLE,M,May 18 2014 ,DN26799501,DN24889901,1950874,,Feb 28 2018 ,45,HIPS,GOOD,BF-7456G45M-VPI,1.0,1.0,DN12159204,DL91469504,1.0,DN16046401,DN00463306,1.0,DL88664701,DN00463306,1.0,DL71449807,DL80748601,1.0,DN05327701,DN01182902,1.0,DL79669305,DL69380303,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.5,1.5,1.5,1.5,0.5,2.0,1.5
DN40061703,NOAH CHASE DE LA SALSA,BOUVIER DES FLANDRES,,BRINDLE,M,May 18 2014 ,DN26799501,DN24889901,1912838,,Aug 21 2017 ,39,HIPS,GOOD,BF-7379G39M-NOPI,1.0,1.0,DN12159204,DL91469504,1.0,DN16046401,DN00463306,1.0,DL88664701,DN00463306,1.0,DL71449807,DL80748601,1.0,DN05327701,DN01182902,1.0,DL79669305,DL69380303,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.5,1.5,1.5,1.5,0.5,2.0,1.5
DN45236701,ODELE HALAPENA DE LA SALSA,BOUVIER DES FLANDRES,,BRINDLE,F,Oct 30 2015 ,DN26799502,DN24889901,2175900,,Sep  9 2020 ,58,HIPS,FAIR,BF-7710F58F-NOPI,2.0,1.0,DN12159204,DL91469504,1.0,DN16046401,DN00463306,1.0,DL88664701,DN00463306,1.0,DL71449807,DL80748601,1.0,DN05327701,DN01182902,1.0,DL79669305,DL69380303,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.5,1.5,1.5,1.5,0.5,2.0,1.5
DN47504110,PARIS CANTAR OBVIOUS DE LA SALSA,BOUVIER DES FLANDRES,,BRINDLE,F,Aug  6 2016 ,DN31925105,DN37227102,2004983,153171.0,Sep 22 2018 ,25,HIPS,FAIR,BF-7504F25F-VPI,2.0,1.0,DN12159204,DN13327506,1.0,DN25669101,DN13347402,1.0,DL88664701,DN00463306,1.0,DL77524202,DL83689803,1.0,DN11665701,DL83292002,1.0,DN03147401,DL83292003,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,0.5,2.5,1.5
DL71520501,PARMELEE'S VANNA OF BETE NOIR,BOUVIER DES FLANDRES,,BRINDLE,F,Oct  2 1997 ,DL56701702,DL52349405,800146,0.0,Oct 10 2000 ,36,HIPS,GOOD,BF-4723G36F-T,1.0,1.0,DL32989101,DL36406109,1.0,D927338,D896086,1.0,D086830,D517711,2.0,D086830,D530829,0.0,D496975,D373640,2.0,D086830,D517711,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5,2.0,1.0,1.5,1.5,2.0,1.5
DN06183602,PENLANI'S DIRTY HARRY,BOUVIER DES FLANDRES,,BRINDLE,M,Jan 13 2004 ,DL69923608,DL63117305,1181061,,May 31 2006 ,28,HIPS,BORDERLINE,,3.0,1.0,DL50730505,DL59227507,2.0,DL50730505,DL34150901,1.0,D895923,D630931,1.0,DL46985805,DL41829603,1.0,D895923,D630931,2.0,D893478,D595201,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.5,2.0,1.5,0.0,1.5,1.5
DN06183601,PENLANI'S DOOWOP,BOUVIER DES FLANDRES,,BRINDLE,F,Jan 13 2004 ,DL69923608,DL63117305,1181063,,May 31 2006 ,28,HIPS,GOOD,BF-5838G28F-PI,1.0,1.0,DL50730505,DL59227507,2.0,DL50730505,DL34150901,1.0,D895923,D630931,1.0,DL46985805,DL41829603,1.0,D895923,D630931,2.0,D893478,D595201,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.5,2.0,1.5,0.0,1.5,1.5
DL82577907,PENLANI'S ZEPHYR,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Feb 13 2000 ,DL69923608,DL63117305,1055613,,Mar 19 2003 ,37,HIPS,GOOD,BF-5214G37M-PI,1.0,1.0,DL50730505,DL59227507,2.0,DL50730505,DL34150901,1.0,D895923,D630931,1.0,DL46985805,DL41829603,1.0,D895923,D630931,2.0,D893478,D595201,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.5,2.0,1.5,0.0,1.5,1.5
DN23305604,PICANTE DEL SOL DU MATIN,BOUVIER DES FLANDRES,,BRINDLE,F,Dec  4 2008 ,DL88243801,DN18243404,1367571,80571.0,Jan  4 2011 ,25,HIPS,EXCELLENT,BF-6525E25F-VPI,0.0,1.0,DL65792402,DL69174404,0.0,DN03147401,DN07979806,1.0,D622975,DL56231404,2.0,DL41139203,DL35139106,1.0,DL76979501,DL83292002,1.0,DL74175102,DL69174404,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.5,2.0,1.5,1.5,2.0
DN03313011,REFLECTIONS DULCINEA,BOUVIER DES FLANDRES,,BRINDLE,F,Apr  8 2003 ,DL85994509,DL87226304,1199775,,Jan 24 2006 ,33,HIPS,GOOD,BF-5711G33F-PI,1.0,1.0,DL65792402,DL69174404,1.0,DL65374703,DL71029001,1.0,D622975,DL56231404,2.0,DL41139203,DL35139106,0.0,DL53754204,D894336,1.0,D622975,DL56231404,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.5,2.0,0.5,2.0,1.5,1.0,2.0
DN03313014,REFLECTIONS SILVER STAR,BOUVIER DES FLANDRES,,BRINDLE,M,Apr  8 2003 ,DL85994509,DL87226304,1143224,,Jun 17 2005 ,26,HIPS,EXCELLENT,BF-5632E26M-PI,0.0,1.0,DL65792402,DL69174404,1.0,DL65374703,DL71029001,1.0,D622975,DL56231404,2.0,DL41139203,DL35139106,0.0,DL53754204,D894336,1.0,D622975,DL56231404,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.5,2.0,0.5,2.0,1.5,1.0,2.0
DN01673602,ROCHEUSES CORNUS BROTHER TRUCKER,BOUVIER DES FLANDRES,,BRINDLE,M,Aug 30 2002 ,DL84179507,DL80643001,1179291,,Dec  2 2004 ,27,HIPS,GOOD,BF-5647G27M-NOPI,1.0,2.0,DL73388101,DL84179507,1.0,DL54353502,DL72474008,1.0,DL66829008,DL60763902,2.0,DL73388101,DL84179507,2.0,DL47482101,DL41394005,1.0,DL47482101,DL60164901,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.5,2.0,2.5,1.5,2.0,2.0,1.5
DL80643001,ROCHEUSES CORNUS COLD ON ICE,BOUVIER DES FLANDRES,,BRINDLE,F,Aug  6 1999 ,DL54353502,DL72474008,843476,38500.0,Sep 27 2001 ,25,HIPS,GOOD,BF-4893G25F-PI,1.0,2.0,DL47482101,DL41394005,1.0,DL47482101,DL60164901,1.0,D912300,D697080,2.0,D811204,D645596,1.0,D912300,D697080,1.0,DL41139201,DL41394005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.5,2.0,1.5,1.5,1.5,1.5,2.0
DN37003701,ROTHSCHILDS MIDNIGHT ROZE D'CAM,BOUVIER DES FLANDRES,,BRINDLE,F,Apr  5 2013 ,DL68651602,DN24371904,1693653,113180.0,Mar 18 2016 ,35,HIPS,GOOD,BF-7218G35F-VPI,1.0,1.0,DL36882407,DL49769501,1.0,DN03466306,DN02674602,2.0,D912300,D705059,1.0,D622975,D992200,1.0,DL84303903,DL74519807,2.0,DL36882405,DL82344808,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.5,2.5,2.0,2.0,1.0,2.0,1.5
DN10612101,SACHEM'S CAM PISSARRO,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Apr 23 2005 ,DL84303903,DL87951803,1237861,39701.0,May  3 2007 ,24,HIPS,GOOD,BF-5955G24M-PI,1.0,1.0,DL47482101,DL70623607,1.0,DL80239505,DL73389805,1.0,D912300,D697080,1.0,DL61777501,DL52153501,1.0,DL61777501,DL49422504,1.0,DL62032301,DL49422504,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5
DN18243403,SEBASTIAN DE MAYO DU MATIN,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,May  5 2007 ,DN03147401,DN07979806,1294326,,Sep 11 2008 ,16,HIPS,GOOD,,1.0,1.0,DL76979501,DL83292002,1.0,DL74175102,DL69174404,1.0,DL52377705,DL60067201,1.0,DL40883506,DL68802301,1.0,DL40883506,DL54464801,2.0,DL41139203,DL35139106,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,1.0,1.5,1.5
DN17925101,SELWOODS BOWIE V.D. VELDE,BOUVIER DES FLANDRES,,BRINDLE,M,Jan  1 2007 ,DN06040901,DL82911601,1392629,,Oct 16 2009 ,33,HIPS,GOOD,BF-6335G33M-VPI,1.0,1.0,DL87610305,DL82360902,1.0,DL54428204,DL48494306,1.0,DL60047801,DL70296706,1.0,DL58847007,DL63672901,0.0,D410300,D914394,1.0,D622975,D715342,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,1.5,0.5,1.5,2.0,1.5,1.5
DL71319207,SIZERGH BELLE'S AMETHYST,BOUVIER DES FLANDRES,,BRINDLE,F,Sep 20 1997 ,DL50991311,DL54464805,783777,38409.0,May  9 2000 ,31,HIPS,FAIR,BF-4637F31F-T,2.0,2.0,D938582,DL34722711,2.0,D622975,DL36162702,1.0,D837865,D715342,1.0,D645427,D595213,1.0,D410300,D309404,1.0,D703169,D706708,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.5,1.5,2.5,3.0,1.5,1.5
DN27552102,SLEEPING LADY AVALON'S ALEXIS,BOUVIER DES FLANDRES,,FAWN,F,Mar 17 2010 ,DN13635602,DN09159402,1551351,,Nov 20 2012 ,32,HIPS,FAIR,BF-6784F32F-VPI,2.0,1.0,DL91292602,DL84258301,1.0,DL87537101,DL72447801,1.0,DL74175102,DL74618102,1.0,DL41139201,DL62604704,1.0,DL72447808,DL62699103,1.0,DL65792403,DL53833801,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,2.0,1.0,1.5,1.5
DL87537101,SLEEPING LADY'S BLADERUNNER,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,May 16 2001 ,DL72447808,DL62699103,1063970,38625.0,May 23 2003 ,24,HIPS,GOOD,BF-5260G24M-PI,1.0,1.0,DL65792403,DL53833801,1.0,DL56262304,DL53833801,1.0,D622975,DL56231404,1.0,D735585,D689275,1.0,DL53812801,DL41741306,1.0,D735585,D689275,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.5,1.5,1.5,2.0,2.5,1.5,2.5
DN02707701,SLEEPING LADY'S COOL SUMMER,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,Mar 12 2003 ,DL74618103,DL72447805,1084971,,Apr 27 2005 ,25,HIPS,GOOD,BF-5593G25F-PI,1.0,2.0,DL61565302,DL54958503,1.0,DL65792403,DL53833801,1.0,D622975,D878396,2.0,DL41139206,DL40692504,1.0,D622975,DL56231404,1.0,D735585,D689275,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.5,2.0,1.5,2.0,0.5,2.0,2.5
DN09159402,SLEEPING LADY'S FALLON,BOUVIER DES FLANDRES,,FAWN,F,Nov 16 2004 ,DL87537101,DL72447801,1233795,,Apr 25 2008 ,41,HIPS,GOOD,BF-6115G41F-PI,1.0,1.0,DL72447808,DL62699103,1.0,DL65792403,DL53833801,1.0,DL65792403,DL53833801,1.0,DL56262304,DL53833801,1.0,D622975,DL56231404,1.0,D735585,D689275,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.5,1.5,1.5,1.5,1.5,2.0,2.5
DN34582504,SLEEPING LADY'S FIONA'S MIDNIGHT SUN,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,Jul 27 2012 ,DN24198008,DN06776002,1671104,,Aug 18 2014 ,24,HIPS,GOOD,BF-7008G24F-NOPI,1.0,1.0,DN13635602,DN09159402,2.0,DL87537101,DL72447805,1.0,DL91292602,DL84258301,1.0,DL87537101,DL72447801,1.0,DL72447808,DL62699103,1.0,DL65792403,DL53833801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.5,1.5,1.5,1.5,1.5
DN09159401,SLEEPING LADY'S HERMES,BOUVIER DES FLANDRES,,BRINDLE,M,Nov 16 2004 ,DL87537101,DL72447801,1245549,,Dec  4 2006 ,24,HIPS,GOOD,BF-5873G24M-NOPI,1.0,1.0,DL72447808,DL62699103,1.0,DL65792403,DL53833801,1.0,DL65792403,DL53833801,1.0,DL56262304,DL53833801,1.0,D622975,DL56231404,1.0,D735585,D689275,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.5,1.5,1.5,1.5,1.5,2.0,2.5
DN32054001,SLEEPING LADY'S LIAM OF M&M,BOUVIER DES FLANDRES,,GRAY,M,Aug 25 2011 ,DN24198008,DN06776002,1601579,92706.0,Sep  4 2013 ,24,HIPS,FAIR,BF-6883F24M-VPI,2.0,1.0,DN13635602,DN09159402,2.0,DL87537101,DL72447805,1.0,DL91292602,DL84258301,1.0,DL87537101,DL72447801,1.0,DL72447808,DL62699103,1.0,DL65792403,DL53833801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.5,1.5,1.5,1.5,1.5
DL87537103,SLEEPING LADY'S LIESEL,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,May 16 2001 ,DL72447808,DL62699103,850821,0.0,Aug  5 2003 ,26,HIPS,FAIR,BF-5307F26F-PI,2.0,1.0,DL65792403,DL53833801,1.0,DL56262304,DL53833801,1.0,D622975,DL56231404,1.0,D735585,D689275,1.0,DL53812801,DL41741306,1.0,D735585,D689275,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.5,1.5,1.5,2.0,2.5,1.5,2.5
DL90174205,SLEEPING LADY'S SOARIN NANAQ,BOUVIER DES FLANDRES,,BRINDLE,F,Dec 20 2001 ,DL72447808,DL62699103,1110523,,May  3 2004 ,28,HIPS,FAIR,BF-5438F28F-PI,2.0,1.0,DL65792403,DL53833801,1.0,DL56262304,DL53833801,1.0,D622975,DL56231404,1.0,D735585,D689275,1.0,DL53812801,DL41741306,1.0,D735585,D689275,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.5,1.5,1.5,2.0,2.5,1.5,2.5
1120267,SLEEPING LADY'S USAIN BOLT,BOUVIER DES FLANDRES,,,M,Jul 27 2012 ,DN24198008,DN06776002,1573287,,Jan 23 2015 ,29,HIPS,GOOD,BF-7064G29M-VPI,1.0,1.0,DN13635602,DN09159402,2.0,DL87537101,DL72447805,1.0,DL91292602,DL84258301,1.0,DL87537101,DL72447801,1.0,DL72447808,DL62699103,1.0,DL65792403,DL53833801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.5,1.5,1.5,1.5,1.5
DN02707702,SLEEPING LADY'S WESTON,BOUVIER DES FLANDRES,,BRINDLE,M,Mar 12 2003 ,DL74618103,DL72447805,1126743,40274.0,Jun  1 2005 ,26,HIPS,FAIR,BF-5613F26M-PI,2.0,2.0,DL61565302,DL54958503,1.0,DL65792403,DL53833801,1.0,D622975,D878396,2.0,DL41139206,DL40692504,1.0,D622975,DL56231404,1.0,D735585,D689275,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.5,2.0,1.5,2.0,0.5,2.0,2.5
DL90174202,SLEEPING LADY'S WILLOWMENA,BOUVIER DES FLANDRES,,FAWN,F,Dec 20 2001 ,DL72447808,DL62699103,1120897,,Jul 19 2004 ,30,HIPS,FAIR,BF-5479F30F-PI,2.0,1.0,DL65792403,DL53833801,1.0,DL56262304,DL53833801,1.0,D622975,DL56231404,1.0,D735585,D689275,1.0,DL53812801,DL41741306,1.0,D735585,D689275,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.5,1.5,1.5,2.0,2.5,1.5,2.5
DN34582506,SLEEPING LADYS HANNA AT BOUVIERACRES,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,Jul 27 2012 ,DN24198008,DN06776002,1668447,100494.0,Sep 16 2014 ,25,HIPS,EXCELLENT,BF-7017E25F-VPI,0.0,1.0,DN13635602,DN09159402,2.0,DL87537101,DL72447805,1.0,DL91292602,DL84258301,1.0,DL87537101,DL72447801,1.0,DL72447808,DL62699103,1.0,DL65792403,DL53833801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,1.5,1.5,1.5,1.5,1.5
DN06776002,SLEEPINGLADY'S FLEUR DE MONET,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,Apr  8 2004 ,DL87537101,DL72447805,1233789,40107.0,May 24 2007 ,37,HIPS,FAIR,BF-5965F37F-PI,2.0,1.0,DL72447808,DL62699103,1.0,DL65792403,DL53833801,1.0,DL65792403,DL53833801,1.0,DL56262304,DL53833801,1.0,D622975,DL56231404,1.0,D735585,D689275,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.5,1.5,1.5,1.5,1.5,2.0,2.5
DN24198008,SLEEPINGLADY'S MADEYX,BOUVIER DES FLANDRES,,FAWN,M,Mar 10 2009 ,DN13635602,DN09159402,1435360,,Jul 18 2011 ,28,HIPS,GOOD,BF-6596G28M-VPI,1.0,1.0,DL91292602,DL84258301,1.0,DL87537101,DL72447801,1.0,DL74175102,DL74618102,1.0,DL41139201,DL62604704,1.0,DL72447808,DL62699103,1.0,DL65792403,DL53833801,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,2.0,1.0,1.5,1.5
DN06776001,SLEEPINGLADY'S TANGERINE SORBET,BOUVIER DES FLANDRES,,FAWN,F,Apr  8 2004 ,DL87537101,DL72447805,1233794,,Nov  8 2006 ,31,HIPS,FAIR,BF-5858F31F-PI,2.0,1.0,DL72447808,DL62699103,1.0,DL65792403,DL53833801,1.0,DL65792403,DL53833801,1.0,DL56262304,DL53833801,1.0,D622975,DL56231404,1.0,D735585,D689275,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.5,1.5,1.5,1.5,1.5,2.0,2.5
DN24172504,SORAN FIONA DU MATIN,BOUVIER DES FLANDRES,,BRINDLE,F,Mar 10 2009 ,DN19334801,DN07979802,1464380,,Mar 19 2011 ,24,HIPS,EXCELLENT,BF-6553E24F-VPI,0.0,1.0,DL88153701,DN03138501,1.0,DL74175102,DL69174404,1.0,D622975,DL73027001,1.0,DL61565302,DL71029001,1.0,DL40883506,DL54464801,2.0,DL41139203,DL35139106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,2.0,1.5,1.5,1.5,1.5
DN18243404,SPICY HOT DU MATIN,BOUVIER DES FLANDRES,,BRINDLE,F,May  5 2007 ,DN03147401,DN07979806,1292299,58114.0,Jun 12 2009 ,25,HIPS,EXCELLENT,BF-6290E25F-VPI,0.0,1.0,DL76979501,DL83292002,1.0,DL74175102,DL69174404,1.0,DL52377705,DL60067201,1.0,DL40883506,DL68802301,1.0,DL40883506,DL54464801,2.0,DL41139203,DL35139106,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,1.5,2.0,2.0,1.0,1.5,1.5
DN30802602,STAR&TERRA'S RED BARRON,BOUVIER DES FLANDRES,,BRINDLE,M,Apr 19 2011 ,DN26799502,DN22162404,1592012,94957.0,Aug  7 2013 ,27,HIPS,GOOD,BF-6876G27M-VPI,1.0,1.0,DN12159204,DL91469504,2.0,DN09614007,DN12369907,1.0,DL88664701,DN00463306,1.0,DL71449807,DL80748601,1.0,DL89300008,DL90089808,1.0,DN09257303,DN07196503,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.5,1.5,1.5,0.5,1.5,2.0
DN30802601,STAR&TERRA'S SHADOW DREAMER,BOUVIER DES FLANDRES,,BRINDLE,F,Apr 19 2011 ,DN26799502,DN22162404,1592011,,Dec 10 2013 ,31,HIPS,GOOD,BF-6910G31F-VPI,1.0,1.0,DN12159204,DL91469504,2.0,DN09614007,DN12369907,1.0,DL88664701,DN00463306,1.0,DL71449807,DL80748601,1.0,DL89300008,DL90089808,1.0,DN09257303,DN07196503,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.5,1.5,1.5,0.5,1.5,2.0
DN54773308,STAR'S LADY BARNSTORMER,BOUVIER DES FLANDRES,,BRINDLE,F,Jun 17 2018 ,DN30802602,DN41885903,2307980,,Sep 17 2022 ,51,HIPS,GOOD,BF-7914G51F-U-VPI,1.0,1.0,DN26799502,DN22162404,1.0,DN24606701,DN36003901,1.0,DN12159204,DL91469504,2.0,DN09614007,DN12369907,1.0,DL91292602,DN10366403,1.0,DN12159204,DN25937401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,2.0,1.5,1.5,1.5,1.5,1.5
DN54773301,STAR'S TOP GUN,BOUVIER DES FLANDRES,,BRINDLE,M,Jun 17 2018 ,DN30802602,DN41885903,2278340,,Jul 11 2021 ,36,HIPS,GOOD,BF-7785G36M-VPI,1.0,1.0,DN26799502,DN22162404,1.0,DN24606701,DN36003901,1.0,DN12159204,DL91469504,2.0,DN09614007,DN12369907,1.0,DL91292602,DN10366403,1.0,DN12159204,DN25937401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,2.0,1.5,1.5,1.5,1.5,1.5
DN24172502,STAT I.V. DU MATIN,BOUVIER DES FLANDRES,,BRINDLE,F,Mar 10 2009 ,DN19334801,DN07979802,1383719,74869.0,Apr  1 2011 ,24,HIPS,FAIR,BF-6556F24F-VPI,2.0,1.0,DL88153701,DN03138501,1.0,DL74175102,DL69174404,1.0,D622975,DL73027001,1.0,DL61565302,DL71029001,1.0,DL40883506,DL54464801,2.0,DL41139203,DL35139106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,2.0,1.5,1.5,1.5,1.5
DN25863801,STEINERHAUS ASTA CAME OUT OF THE BLUE,BOUVIER DES FLANDRES,,BRINDLE,F,Aug 19 2009 ,DN10574501,DN15761803,1476976,,Dec 23 2011 ,28,HIPS,GOOD,BF-6656G28F-VPI,1.0,1.0,DL88153706,DL88574701,2.0,DL87738701,DN04737403,2.0,D622975,DL73027001,1.0,DL69355004,DL57912401,1.0,DL80207407,DL58427301,1.0,DL90641205,DN01345703,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.5,1.5,1.5,1.5,2.5,2.0
DL75004805,SUSANT'S CHARIOTS OF FIRE,BOUVIER DES FLANDRES,,GRAY BRINDLE,M,Jun 23 1998 ,DL61565302,DL50991302,1023762,,Jul 11 2002 ,48,HIPS,GOOD,BF-5084G48M-NOPI,1.0,1.0,D622975,D878396,1.0,D938582,DL34722711,1.0,D410300,D309404,2.0,D670688,D094296,1.0,D837865,D715342,1.0,D645427,D595213,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.5,2.0,1.5,1.5,1.5,2.5,3.0
DL75004806,SUSANT'S IRON MAIDEN,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,Jun 23 1998 ,DL61565302,DL50991302,780944,38405.0,Nov  6 2000 ,28,HIPS,FAIR,BF-4725F28F-T,2.0,1.0,D622975,D878396,1.0,D938582,DL34722711,1.0,D410300,D309404,2.0,D670688,D094296,1.0,D837865,D715342,1.0,D645427,D595213,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.5,2.0,1.5,1.5,1.5,2.5,3.0
DL75004809,SUSANT'S ST LOUIS LEGEND,BOUVIER DES FLANDRES,,BRINDLE,M,Jun 23 1998 ,DL61565302,DL50991302,796757,0.0,Sep  8 2000 ,26,HIPS,GOOD,BF-4694G26M-T,1.0,1.0,D622975,D878396,1.0,D938582,DL34722711,1.0,D410300,D309404,2.0,D670688,D094296,1.0,D837865,D715342,1.0,D645427,D595213,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.5,2.0,1.5,1.5,1.5,2.5,3.0
DL82923901,SUSANT'S TOBLER AT G AND W,BOUVIER DES FLANDRES,,BRINDLE,F,Mar  7 2000 ,DL74618103,DL50991302,1007159,38536.0,May  7 2002 ,26,HIPS,GOOD,BF-5037G26F-PI,1.0,2.0,DL61565302,DL54958503,1.0,D938582,DL34722711,1.0,D622975,D878396,2.0,DL41139206,DL40692504,1.0,D837865,D715342,1.0,D645427,D595213,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.5,2.0,1.5,2.0,0.5,2.5,3.0
DL81450502,SUSANT'S UNCHAINED MELODY,BOUVIER DES FLANDRES,,GRAY BRINDLE,F,Sep 19 1999 ,DL74618103,DL50991302,1001550,38522.0,Jan 24 2002 ,28,HIPS,FAIR,BF-4984F28F-PI,2.0,2.0,DL61565302,DL54958503,1.0,D938582,DL34722711,1.0,D622975,D878396,2.0,DL41139206,DL40692504,1.0,D837865,D715342,1.0,D645427,D595213,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.5,2.0,1.5,2.0,0.5,2.5,3.0
DN56028301,TERRA MARGAUX'S CAN'T CATCH ME NOW,BOUVIER DES FLANDRES,,BRINDLE,F,Nov 10 2018 ,DN30802602,DN48911602,2194621,154913.0,Nov 23 2020 ,24,HIPS,EXCELLENT,BF-7731E24F-VPI,0.0,1.0,DN26799502,DN22162404,2.0,DN31998201,DN30721601,1.0,DN12159204,DL91469504,2.0,DN09614007,DN12369907,1.0,DN06115102,DN14304001,0.0,DN15388902,DN15958702,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.5,1.5,1.5,2.0
DN56028302,TERRA MARGAUX'S NO STOPPING ME NOW,BOUVIER DES FLANDRES,,BRINDLE,M,Nov 10 2018 ,DN30802602,DN48911602,2297915,168181.0,Sep 16 2021 ,34,HIPS,EXCELLENT,BF-7804E34M-VPI,0.0,1.0,DN26799502,DN22162404,2.0,DN31998201,DN30721601,1.0,DN12159204,DL91469504,2.0,DN09614007,DN12369907,1.0,DN06115102,DN14304001,0.0,DN15388902,DN15958702,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.5,1.5,1.5,2.0
